"iDate" "sCrop" "sCropCult" "sCropNum" "sCultivar" "cCycleEndType" "sLastHarvest" "sLastSowing" "sManagement" "sStubleWeight" "sIrrigationNumber" "sDailyRateNfromLeave" "sAccumulatedAboveGroundDryMatter" "sAccumulatedGrainDryMatter" "sAccumulatedLeafDryMatter" "sAccumulatedStemDryMatter" "sAccumulatedVegetativeDryMatter" "sDailyRateHIincrease" "sDryMatterAtBeginningSeedGrowth" "sHarvestIndex" "sTranslocatableBiomass" "sDecreaseLAIperBD" "sLAI" "sLAIforEvapotranspiration" "sMainstemNodeNumber" "sPlantdensity" "sPlantLeafArea" "sBiologicalDay" "sBiologicalDaysSinceSowing" "sDurationStage" "sGrowthStage" "sGrowthStageNumber" "sThermalUnit" "sVernalization" "sRootFrontDepth" "sFloodDuration" "sDaysSinceStage2evaporation" "sWater.1" "sWater.10" "sWater.2" "sWater.3" "sWater.4" "sWater.5" "sWater.6" "sWater.7" "sWater.8" "sWater.9" "sSnow" "iPr" "iRSDS" "iTASMax" "iTASMin" "pFloodLengthDeath" "pDailyRateHIincreaseCriticalPoint1" "pDailyRateHIincreaseCriticalPoint2" "pDailyRateHIincreaseCriticalPoint3" "pDailyRateHIincreaseCriticalPoint4" "pFractionCropMassTranslocatable" "pFractionDMtoLeavesPhase1A" "pFractionDMtoLeavesPhase1B" "pFractionDMtoLeavesPhase2" "pGrainConversionCoefficient" "pInflexionPointLeafAllocationAB" "pPotentialDailyRateHIincrease" "pStemMinimumNconcentration" "pKPAR" "pRadEffiencyOptimal" "pTbaseRUE" "pTopt1RUE" "pTopt2RUE" "pTstopRUE" "pcoefPlantLeafNumberNode" "pExpPlantLeafNumberNode" "pFreezeFracLeafDestruction" "pFreezeThresholdTemp" "pHeatFracLeafDestruction" "pHeatThresholdTemp" "pPhyllochron" "pSpecificLeafArea" "pSpecLeafNGreenLeaf" "pSpecLeafNSenescenceLeaf" "pCriticalPhotoPeriod" "pPhotoperiodFunction" "pPhotoPeriodSensitivity" "pTbasedev" "pTbaseVernalization" "pTopt1dev" "pTopt1Vernalization" "pTopt2dev" "pTopt2Vernalization" "pTstopdev" "pTstopVernalization" "pVDSAT" "pVernalizationSensitivity" "pMaxDepthWaterExtraction" "pPotentialRootGrowth" "pCoefWaterStressGrowthToDevelopment" "pThresholdWaterStressGrowth" "pThresholdWaterStressLeafArea" "pTranspirationEfficiencyLinkedToCO2" "cIrrigationWater" "cEndCropCycle" "cDailyDryMatterforLeavesAndStems" "cDailyPortionDMtranslocated" "cDailySeedWeightIncrease" "cDailyStemWeightIncrease" "cEffectOfHeatOnDHI" "cFractionDMtoLeaves" "sDailyLeafWeightIncrease" "cCoefTemperatureRUE" "cDryMatterProduction" "cRUE" "cDecreaseLAI" "cFrost" "cGrowthLAI" "cHeat" "cCoefDrySoilSurface" "cCoefPhotoPeriod" "cCoefTemp" "cCoefVernalization" "cCrownTemp" "cDailyVernalization" "cDeltaBiologicalDay" "cDeltaThermalUnit" "cPhenoFunction" "cPhotoDuration" "cTemp" "cCoefWaterstressDevelopment" "cCoefWaterstressGrowth" "cCoefWaterstressLeafArea" "cCoefWaterStressSaturation" "cAvailableWaterInRootZone" "cFTSWrootZone" "cActualSoilEvaporation" "cDownwardWaterFlux.1" "cDownwardWaterFlux.10" "cDownwardWaterFlux.2" "cDownwardWaterFlux.3" "cDownwardWaterFlux.4" "cDownwardWaterFlux.5" "cDownwardWaterFlux.6" "cDownwardWaterFlux.7" "cDownwardWaterFlux.8" "cDownwardWaterFlux.9" "cDrain" "cPET" "cPotentialSoilEvaporation" "cRunoff" "cSoilEvaporation" "cTranspiration" "cPAR" "cPrCorrected" "cSnowMelt" "case"
2006-09-10 NA "Chickpea.Ghab2" 1 NA NA -5 -10 "ROTATION_POISCHICHE" 1.76584768784879 0 0 0 0 0 0 0 NA 0 0 NA 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 10 3.669209505278 0 3.032140792926 0 0 0 0 0 0 0 0 2.36 19.1 30.32 19.81 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA 0 0 0 1 1 0 NA 0 0 0 0 NA 0 1 1 1 1 NA 0 1 NA NA NA NA NA NA NA NA 0 0 0.786487433678994 NA NA NA NA NA NA NA NA NA NA 0 5.0385410916192 4.84655394256322 0 NA 0 NA 2.36 0 "sim1"
2006-09-11 NA "Chickpea.Ghab2" 1 NA NA -5 -10 "ROTATION_POISCHICHE" 1.76584768784879 0 0 0 0 0 0 0 NA 0 0 NA 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 11 3.7214466536946 0 3.02683711045379 0 0 0 0 0 0 0 0 0.82 19.55 31.56 19.28 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA 0 0 0 1 1 0 NA 0 0 0 0 NA 0 1 1 1 1 NA 0 1 NA NA NA NA NA NA NA NA 0 0 0.773066534055612 NA NA NA NA NA NA NA NA NA NA 0 5.2070298594688 5.00862266191084 0 NA 0 NA 0.82 0 "sim1"
2006-09-12 NA "Chickpea.Ghab2" 1 NA NA -5 -10 "ROTATION_POISCHICHE" 1.76584768784879 0 0 0 0 0 0 0 NA 0 0 NA 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 12 6.04847005317026 0 3.02683711045379 0 0 0 0 0 0 0 0 2.7 10.18 28.47 19.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA 0 0 0 1 1 0 NA 0 0 0 0 NA 0 1 1 1 1 NA 0 1 NA NA NA NA NA NA NA NA 0 0 0.372976600524342 NA NA NA NA NA NA NA NA NA NA 0 2.62923594905312 2.52905228380648 0 NA 0 NA 2.7 0 "sim1"
2006-09-13 NA "Chickpea.Ghab2" 1 NA NA -5 -10 "ROTATION_POISCHICHE" 1.76584768784879 0 0 0 0 0 0 0 NA 0 0 NA 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 13 7.12241966636357 0 3.02683711045379 0 0 0 0 0 0 0 0 1.55 13.56 28.27 19.87 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA 0 0 0 1 1 0 NA 0 0 0 0 NA 0 1 1 1 1 NA 0 1 NA NA NA NA NA NA NA NA 0 0 0.476050386806686 NA NA NA NA NA NA NA NA NA NA 0 3.4988294021472 3.36551099315996 0 NA 0 NA 1.55 0 "sim1"
2006-09-14 NA "Chickpea.Ghab2" 1 NA NA -5 -10 "ROTATION_POISCHICHE" 1.76584768784879 0 0 0 0 0 0 0 NA 0 0 NA 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 1 29.9006846346624 0 3.02683711045379 0 0 0 0 0 0 0 0 32.89 2.38 23.84 19.32 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA 0 0 0 1 1 0 NA 0 0 0 0 NA 0 1 1 1 1 NA 0 1 NA NA NA NA NA NA NA NA 0 0 0.559167006831274 NA NA NA NA NA NA NA NA NA NA 0 0.58131735958912 0.559167006831274 9.55256802486991 NA 0 NA 32.89 0 "sim1"
2006-09-15 NA "Chickpea.Ghab2" 1 NA NA -5 -10 "ROTATION_POISCHICHE" 1.76584768784879 0 0 0 0 0 0 0 NA 0 0 NA 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 2 22.3050748634411 0 9.8100425008525 0 0 0 0 0 0 0 0 0.55 14.4 23.37 16.02 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA 0 0 0 1 1 0 NA 0 0 0 0 NA 0 1 1 1 1 NA 0 1 NA NA NA NA NA NA NA NA 0 0 1.35737363480828 NA NA NA NA NA NA NA NA NA NA 0 3.406801647744 3.27698983836181 0.0050307460143105 NA 0 NA 0.55 0 "sim1"
2006-09-16 NA "Chickpea.Ghab2" 1 NA NA -5 -10 "ROTATION_POISCHICHE" 1.76584768784879 0 0 0 0 0 0 0 NA 0 0 NA 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 3 17.1947484086683 0 14.3145649598848 0 0 0 0 0 0 0 0 0.48 15.16 22.69 15.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA 0 0 0 1 1 0 NA 0 0 0 0 NA 0 1 1 1 1 NA 0 1 NA NA NA NA NA NA NA NA 0 0 1.08196784767513 NA NA NA NA NA NA NA NA NA NA 0 3.53900618225088 3.40415688856307 0.00383614806531713 NA 0 NA 0.48 0 "sim1"
2006-09-17 NA "Chickpea.Ghab2" 1 NA NA -5 -10 "ROTATION_POISCHICHE" 1.76584768784879 0 0 0 0 0 0 0 NA 0 0 NA 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 4 13.0109110062698 0 17.2859894824853 0 0 0 0 0 0 0 0 0.03 20.2 26.01 13.13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA 0 0 0 1 1 0 NA 0 0 0 0 NA 0 1 1 1 1 NA 0 1 NA NA NA NA NA NA NA NA 0 0 1.24239778172269 NA NA NA NA NA NA NA NA NA NA 0 4.8203654921312 4.63669164459993 1.50980753578285e-05 NA 0 NA 0.03 0 "sim1"
2006-09-18 NA "Chickpea.Ghab2" 1 NA NA -5 -10 "ROTATION_POISCHICHE" 1.76584768784879 0 0 0 0 0 0 0 NA 0 0 NA 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 5 10.1414065449256 0 19.0022627843663 0 0 0 0 0 0 0 0 0 20.64 27.51 14.76 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA 0 0 0 1 1 0 NA 0 0 0 0 NA 0 1 1 1 1 NA 0 1 NA NA NA NA NA NA NA NA 0 0 1.15323115946322 NA NA NA NA NA NA NA NA NA NA 0 5.0786822621568 4.88516558525711 0 NA 0 NA 0 0 "sim1"
2006-09-19 NA "Chickpea.Ghab2" 1 NA NA -5 -10 "ROTATION_POISCHICHE" 1.76584768784879 0 0 0 0 0 0 0 NA 0 0 NA 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 6 8.34903491010611 0 19.5120059125341 0.345678835309875 0 0 0 0 0 0 0 0.13 20.15 30.59 16.34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA 0 0 0 1 1 0 NA 0 0 0 0 NA 0 1 1 1 1 NA 0 1 NA NA NA NA NA NA NA NA 0 0 1.06694967134182 NA NA NA NA NA NA NA NA NA NA 0.345678835309875 5.197290355972 4.99925426970907 0 NA 0 NA 0.13 0 "sim1"
2006-09-20 NA "Chickpea.Ghab2" 1 NA NA -5 -10 "ROTATION_POISCHICHE" 1.76584768784879 0 0 0 0 0 0 0 NA 0 0 NA 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 7 8.41659824834766 0 19.3311146118057 0.844280609070093 0 0 0 0 0 0 0 0.92 10.84 29.05 20.41 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA 0 0 0 1 1 0 NA 0 0 0 0 NA 0 1 1 1 1 NA 0 1 NA NA NA NA NA NA NA NA 0 0 0.534726188726618 NA NA NA NA NA NA NA NA NA NA 0.498601773760218 2.83248711991872 2.72455882936741 0 NA 0 NA 0.92 0 "sim1"
2006-09-21 NA "Chickpea.Ghab2" 1 NA NA -5 -10 "ROTATION_POISCHICHE" 1.76584768784879 0 0 0 0 0 0 0 NA 0 0 NA 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 8 7.48290633525771 0 19.2247597027683 1.2886149926118 0 0 0 0 0 0 0 0.34 19.87 31.89 19.65 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA 0 0 0 1 1 0 NA 0 0 0 0 NA 0 1 1 1 1 NA 0 1 NA NA NA NA NA NA NA NA 0 0 0.935712438585648 NA NA NA NA NA NA NA NA NA NA 0.444334383541703 5.32516545646096 5.12225685342547 0 NA 0 NA 0.34 0 "sim1"
2006-09-22 NA "Chickpea.Ghab2" 1 NA NA -5 -10 "ROTATION_POISCHICHE" 1.76584768784879 0 0 0 0 0 0 0 NA 0 0 NA 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 9 7.24821350223678 0 18.8702036925151 1.70104290344228 0 0 0 0 0 0 0 0.44 13.72 32.16 21.55 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA 0 0 0 1 1 0 NA 0 0 0 0 NA 0 1 1 1 1 NA 0 1 NA NA NA NA NA NA NA NA 0 0 0.616820932443621 NA NA NA NA NA NA NA NA NA NA 0.412427910830482 3.73750883662464 3.59509585376564 0 NA 0 NA 0.44 0 "sim1"
2006-09-23 NA "Chickpea.Ghab2" 1 NA NA -5 -10 "ROTATION_POISCHICHE" 1.76584768784879 0 0 0 0 0 0 0 NA 0 0 NA 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 10 7.08471008210422 0 18.5641425847606 2.00710401119681 0 0 0 0 0 0 0 0.66 19.3 33.4 20.18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA 0 0 0 1 1 0 NA 0 0 0 0 NA 0 1 1 1 1 NA 0 1 NA NA NA NA NA NA NA NA 0 0 0.823503420132561 NA NA NA NA NA NA NA NA NA NA 0.306061107754532 5.2756797422912 5.07465672895513 0 NA 0 NA 0.66 0 "sim1"
2006-09-24 NA "Chickpea.Ghab2" 1 NA NA -5 -10 "ROTATION_POISCHICHE" 1.76584768784879 0 0 0 0 0 0 0 NA 0 0 NA 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 11 6.70176837996501 0 18.3498998093324 2.22134678662498 0 0 0 0 0 0 0 0.23 16.84 24.65 18.58 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA 0 0 0 1 1 0 NA 0 0 0 0 NA 0 1 1 1 1 NA 0 1 NA NA NA NA NA NA NA NA 0 0 0.612941702139203 NA NA NA NA NA NA NA NA NA NA 0.214242775428172 4.12850072348736 3.9711894960179 0 NA 0 NA 0.23 0 "sim1"
